id,y,x,osmid
83478,-12.2159712,-76.8860763,4990631820
83966,-12.2860054,-76.7555385,4989060223
83968,-12.2843029,-76.7536078,4989060225
83969,-12.2855188,-76.7514565,4989060226
83970,-12.2825033,-76.754302,4989060227
83973,-12.2842314,-76.7526713,4989060230
83974,-12.2822238,-76.7504627,4989060231
83975,-12.2846528,-76.7522737,4989060233
83977,-12.2826347,-76.7500291,4989060234
83978,-12.280573,-76.7520326,4989060235
83979,-12.2814863,-76.7531063,4989060236
83980,-12.283161,-76.7514937,4989060237
83981,-12.2835846,-76.7510858,4989060238
83982,-12.2850271,-76.7496967,4989060239
83983,-12.28527,-76.7555138,4989060240
83984,-12.2834087,-76.7534477,4989060241
83985,-12.2823511,-76.7522738,4989060242
83986,-12.2813811,-76.751197,4989060243
83987,-12.2844464,-76.7554861,4989060244
83988,-12.282984,-76.7538483,4989060245
83989,-12.2819354,-76.7526739,4989060246
83991,-12.2809613,-76.7515829,4989060247
83992,-12.2839037,-76.7539971,4989060248
83993,-12.2847078,-76.7532131,4989060249
83994,-12.2840035,-76.7549901,4989060250
83995,-12.2844422,-76.7545953,4989060251
83996,-12.2848501,-76.7542283,4989060252
83997,-12.2852689,-76.7538515,4989060253
83998,-12.2857041,-76.7534599,4989060254
83999,-12.2859001,-76.755419,4989060255
84000,-12.2852715,-76.7516899,4989060258
84002,-12.2860177,-76.7532248,4989060259
84003,-12.2857768,-76.7526052,4989060260
84004,-12.2850985,-76.7518531,4989060261
84005,-12.2840281,-76.7506588,4989060262
84006,-12.2830649,-76.749584,4989060263
84007,-12.2837919,-76.7530861,4989060264
84008,-12.2827489,-76.7518903,4989060265
84009,-12.2817964,-76.7507982,4989060266
84075,-12.2165441,-76.8852048,4990633321
84076,-12.2174685,-76.8838262,4990633322
84077,-12.2156974,-76.8858876,4990633323
84078,-12.2162616,-76.8850075,4990633324
84079,-12.2171732,-76.8836191,4990633325
84080,-12.2168623,-76.8866903,4990633326
84081,-12.2174167,-76.8858146,4990633327
84082,-12.218274,-76.8845573,4990633328
84083,-12.2148035,-76.8852717,4990633330
84084,-12.2162512,-76.8862692,4990633331
84085,-12.2171627,-76.8868972,4990633332
84086,-12.2153812,-76.8856697,4990633333
84087,-12.2159628,-76.8847986,4990633334
84088,-12.2169132,-76.8834368,4990633335
84089,-12.2163115,-76.8830151,4990633336
84090,-12.2166031,-76.8832194,4990633337
84091,-12.2177628,-76.8840325,4990633338
84092,-12.2180469,-76.8835969,4990633339
84093,-12.216575,-76.8826247,4990633340
84094,-12.2180134,-76.8849547,4990633341
84095,-12.2177253,-76.8847539,4990633342
84096,-12.2174277,-76.8845466,4990633343
84097,-12.2171262,-76.8843365,4990633344
84098,-12.2168352,-76.8841337,4990633345
84099,-12.21656,-76.8839419,4990633346
84100,-12.2162589,-76.8837321,4990633347
84101,-12.2159655,-76.8835277,4990633348
84103,-12.2130333,-76.8830376,4990633350
84104,-12.2140351,-76.8828206,4990633351
84105,-12.2132512,-76.88262,4990633352
84106,-12.2140266,-76.8823795,4990633353
84107,-12.2133135,-76.8822483,4990633354
84113,-12.2145406,-76.8809529,4990633360
84314,-12.1990475,-76.8545745,6238963894
85331,-12.2136054,-76.8218458,4741599442
85335,-12.2126415,-76.8209408,4741599446
87812,-12.257893,-76.8268673,6415394284
87971,-12.2503712,-76.8112729,6415394589
90690,-12.1884614,-76.8632842,3718988185
90692,-12.1888904,-76.8609589,3718988187
90697,-12.1872919,-76.8654844,3718988197
90698,-12.1890223,-76.8658561,3718988198
90699,-12.1907604,-76.864581,3718988202
90701,-12.1852992,-76.8596509,3718988215
92144,-12.1646105,-76.8950292,4373827926
92642,-12.198446,-76.855752,4327167410
92650,-12.1993,-76.856021,4327167429
94057,-12.1800716,-76.849856,6270706012
106361,-12.2472943,-76.8453826,4508861052
106363,-12.2490239,-76.8481069,4508861057
106367,-12.24551,-76.8486111,4508861067
106369,-12.2468022,-76.8480174,4508861070
106370,-12.2446576,-76.8470941,4508861071
106371,-12.2455657,-76.8461986,4508861072
106372,-12.2460909,-76.8456987,4508861073
108068,-12.1757151,-76.8622383,1572589570
108599,-12.1822111,-76.8639712,1572590725
108800,-12.1938537,-76.8571215,3743143429
108801,-12.193256,-76.85925,3743143430
108803,-12.1893989,-76.8582821,3743143431
108991,-12.2019395,-76.8692384,1572591430
111764,-12.2604286,-76.8305247,4939326115
86320,-12.3934716,-76.7779541,1932466234
18048,-11.6916176,-77.1854027,5528398657
18049,-11.691646,-77.1815298,5528398658
18050,-11.6966212,-77.1800562,5528398659
18051,-11.6965292,-77.183275,5528398660
18052,-11.6954459,-77.1801996,5528398661
18053,-11.6954316,-77.1829761,5528398662
18054,-11.6942216,-77.1804657,5528398663
18057,-11.6891964,-77.1828204,5528398666
18059,-11.6891302,-77.1853867,5528398665
18525,-11.8045207,-77.0130311,925151786
23367,-11.7318476,-77.1572344,5045018732
23369,-11.731777,-77.1569103,5045018733
23375,-11.7316285,-77.1562287,5045018741
23380,-11.7314522,-77.1555517,5045018747
23381,-11.7313702,-77.1551867,5045018749
23387,-11.7312946,-77.1548652,5045018751
26178,-11.8046053,-77.0130204,3346595815
26604,-11.7310986,-77.1541413,5044953411
26608,-11.7309924,-77.1538086,5044953412
26623,-11.7317059,-77.1565843,5044953415
26627,-11.7315411,-77.1558983,5044953416
49722,-11.8031073,-77.0463681,5483386954
58917,-11.7311984,-77.1544687,5709639520
59070,-11.8054731,-77.0462945,5483409565
59071,-11.8054151,-77.0452979,5483409564
59076,-11.8047718,-77.0476046,5483409583
59077,-11.8047403,-77.047095,5483409584
84728,-11.6990444,-77.1798939,5166271671
84729,-11.6993885,-77.1798,5166271672
89780,-11.6903995,-77.1853995,5319898871
89781,-11.6952758,-77.1854122,5319898872
89782,-11.6928963,-77.1809053,5319898873
89783,-11.6928881,-77.185406,5319898875
89787,-11.6904338,-77.1821312,5319898880
89792,-11.6990089,-77.1817835,5319898879
98298,-11.6942426,-77.1830602,5528398664
110331,-11.7308808,-77.1534501,5044953413
111220,-11.7307816,-77.1531481,4983875791
102428,-12.1086955,-77.0580782,1717282079
102431,-12.1090165,-77.0574591,1717282085
102487,-12.110283,-77.0557182,1717282160
45312,-12.1063663,-76.9886584,4353013495
76871,-12.096307,-76.988581,391038311
104266,-12.1074319,-76.9885335,1273737949
104907,-12.1032106,-76.9893592,392148615
554,-11.9024182,-76.9859776,2894595452
555,-11.9028814,-76.9732433,2894595461
558,-11.903184,-76.9731743,2894595482
708,-11.9037155,-76.9731067,2894595703
721,-11.9037943,-76.9755886,2894595711
723,-11.9038095,-76.9740325,2894595714
724,-11.9038583,-76.9745051,2894595716
725,-11.9039289,-76.9749509,2894595719
729,-11.9042274,-76.9726153,2894595730
730,-11.904268,-76.9730725,2894595732
731,-11.904317,-76.9735339,2894595734
732,-11.904376,-76.9739514,2894595737
744,-11.9044732,-76.9750528,2894595744
751,-11.9048985,-76.9725826,2894595761
754,-11.9049527,-76.9730512,2894595768
793,-11.9053229,-76.9711181,2894595810
796,-11.9053596,-76.9871208,2894595818
804,-11.9056035,-76.9725572,2894595840
806,-11.9056083,-76.9732081,2894595841
807,-11.9056499,-76.9738067,2894595846
818,-11.9057454,-76.975144,2894595858
831,-11.9057984,-76.975732,2894595868
833,-11.9058259,-76.9687257,2894595867
838,-11.9058948,-76.967733,2894595872
864,-11.9068923,-76.9751178,2894595929
865,-11.9069379,-76.9750322,2894595938
872,-11.9070798,-76.9742027,2894595966
2991,-11.8651951,-76.9991552,5027405076
4938,-11.9040021,-76.9749426,5726546522
4944,-11.9024597,-76.9760325,5726546529
4949,-11.9016587,-76.9733302,5726546534
4952,-11.9029978,-76.9741508,5726546537
4961,-11.9019355,-76.97622,5726546546
4965,-11.901236,-76.9733101,5726546557
4966,-11.900761,-76.9732994,5726546559
4967,-11.9006691,-76.9731841,5726546558
4971,-11.9018348,-76.97503,5726546567
4972,-11.9015208,-76.9740625,5726546576
4974,-11.9018147,-76.9749503,5726546577
5054,-11.8695414,-77.0356609,3344660064
5061,-11.8778166,-77.0413721,3344660066
5078,-11.8765536,-77.0402511,3344660076
5364,-11.8941181,-76.9703946,6712243614
5366,-11.8933938,-76.9692589,6712243615
5402,-11.8930028,-76.9701254,6712243629
5407,-11.8930127,-76.9706357,6712243631
5595,-11.7624653,-76.9854062,4470140733
5903,-11.9033466,-76.975138,5726549821
5908,-11.90248,-76.9746485,5726549825
5980,-11.8346287,-76.9997024,4288690161
9664,-11.8426608,-76.9925692,1831118134
9750,-11.8893057,-77.0537277,5462843341
9751,-11.8906649,-77.0547178,5462843344
9752,-11.8902586,-77.0544979,5462843345
9796,-11.9037669,-76.9736008,2894595709
9831,-11.9044191,-76.974433,2894595741
9833,-11.904459,-76.9748905,2894595742
9890,-11.9049591,-76.9732225,2894595770
9892,-11.905002,-76.9738689,2894595774
9898,-11.9050189,-76.9743767,2894595777
9914,-11.9051021,-76.9749796,2894595786
9931,-11.90513,-76.9751844,2894595792
9934,-11.9051382,-76.9754186,2894595793
10008,-11.9056697,-76.9740436,2894595848
10931,-11.8983674,-76.9559106,5726563170
11584,-11.8894711,-76.9715447,6712226054
11589,-11.8918884,-76.9702369,6712226069
11591,-11.8923988,-76.9698739,6712226079
11592,-11.8924902,-76.9698024,6712226080
12331,-11.8482837,-76.9898623,5027428042
12333,-11.8477165,-76.9911964,5027428049
12336,-11.8475688,-76.9927609,5027428053
12344,-11.84194,-76.992716,5027428078
12345,-11.8418337,-76.9945785,5027428079
12346,-11.8428036,-76.9940718,5027428080
12347,-11.875835,-76.9480657,5728663282
12350,-11.8424293,-76.9942673,5027428084
12351,-11.8412598,-76.9930923,5027428086
12352,-11.8420433,-76.994469,5027428087
12353,-11.8421079,-76.9944352,5027428088
12354,-11.8424719,-76.9950242,5027428089
12360,-11.8427894,-76.9948338,5027428091
12361,-11.8422536,-76.9951552,5027428090
12362,-11.8415128,-76.9935369,5027428092
12363,-11.8435282,-76.9946858,5027428098
12364,-11.8430366,-76.9939345,5027428099
12365,-11.8413368,-76.9939749,5027428094
12366,-11.8421301,-76.9924191,5027428101
12367,-11.8424576,-76.9922365,5027428102
12368,-11.8411481,-76.9940699,5027428096
12369,-11.8433746,-76.9937353,5027428104
12371,-11.843689,-76.99355,5027428106
12372,-11.8432945,-76.9928344,5027428107
12376,-11.8440434,-76.9933411,5027428110
12379,-11.8443816,-76.9931418,5027428113
12382,-11.8422409,-76.9923573,5027428116
12385,-11.8407326,-76.9909368,5027428117
12389,-11.8411848,-76.9907197,5027428125
12395,-11.8414686,-76.9916469,5027428123
12396,-11.8403675,-76.9933532,5027428127
12397,-11.8406127,-76.9911038,5027428136
12398,-11.8409342,-76.9907865,5027428137
12402,-11.8413303,-76.9907527,5027428141
12404,-11.8418769,-76.9910036,5027428140
12405,-11.8405503,-76.9904147,5027428143
12406,-11.8411937,-76.9884329,5027428142
12407,-11.8408051,-76.9884466,5027428147
12408,-11.8404336,-76.9884597,5027428148
12409,-11.8415329,-76.988421,5027428149
12412,-11.8413076,-76.9903671,5027428151
12413,-11.8409127,-76.9903965,5027428152
12414,-11.8416568,-76.9903409,5027428150
12415,-11.838484,-76.9900816,5027428155
12416,-11.8380102,-76.9898387,5027428154
12417,-11.8401607,-76.9900627,5027428158
12418,-11.8401949,-76.9907966,5027428159
12419,-11.8401739,-76.9904352,5027428160
12420,-11.8401412,-76.9895138,5027428161
12421,-11.8404941,-76.9894713,5027428162
12422,-11.8408595,-76.9894325,5027428163
12423,-11.8412495,-76.9893812,5027428164
12424,-11.8415701,-76.9893451,5027428165
12425,-11.8398017,-76.9901022,5027428167
12426,-11.8401314,-76.9926072,5027428168
12427,-11.838083,-76.9926842,5027428169
12428,-11.8401473,-76.9922425,5027428170
12429,-11.8382965,-76.9926762,5027428172
12432,-11.8400047,-76.9939314,5027428177
12433,-11.8391815,-76.9926429,5027428178
12434,-11.8391802,-76.9922657,5027428179
13408,-11.8151349,-76.9823729,4373118914
13410,-11.8137697,-76.9849157,4373118919
13411,-11.8145187,-76.9851456,4373118920
13415,-11.8142165,-76.9859943,4373118922
13416,-11.8135439,-76.9849049,4373118921
13417,-11.8119844,-76.986584,4373118927
13422,-11.812667,-76.9873136,4373118931
13425,-11.813523,-76.9876019,4373118928
13430,-11.8129191,-76.986525,4373118932
13432,-11.8133601,-76.9887566,4373118937
13451,-11.8092172,-76.987732,4373118961
13452,-11.8095533,-76.9877588,4373118963
15321,-11.9047705,-77.0657206,3737948846
15581,-11.8684445,-77.0330784,5120653585
15722,-11.8931386,-76.9687019,6712235899
15735,-11.8940312,-76.9699159,6712235912
15746,-11.8931987,-76.9693882,6712235924
15747,-11.8935749,-76.9701018,6712235925
15748,-11.8933783,-76.9697176,6712235926
15755,-11.8922351,-76.9697175,6712235933
15756,-11.8920801,-76.9695695,6712235934
15757,-11.8922759,-76.9710597,6712235935
15758,-11.8923136,-76.9707416,6712235936
15759,-11.8895046,-76.9715184,6712235937
17497,-11.8446081,-76.9930083,1831118236
17638,-11.8911311,-76.9427373,5728675718
17667,-11.8274722,-76.981407,5027440640
17668,-11.8290614,-76.9784967,5027440647
17669,-11.8263661,-76.9782607,5027440654
17672,-11.8220635,-76.9895798,5027440662
17679,-11.7978582,-76.9789342,5027440694
18852,-11.7936252,-76.9417128,4775523687
18864,-11.7927988,-76.9362116,4775523704
18872,-11.8916565,-76.9706313,6712243589
18875,-11.8916273,-76.971041,6712243588
18877,-11.8925775,-76.9704294,6712243594
18879,-11.8914725,-76.9706198,6712243593
18883,-11.8926195,-76.9708157,6712243602
19369,-11.7501285,-76.8905503,4775525334
19370,-11.760937,-76.8965459,4775525399
19371,-11.7613151,-76.901453,4775525400
19659,-11.9030733,-76.9781702,2381102714
19660,-11.9030471,-76.977841,2381102718
19662,-11.9025642,-76.9774245,2381102726
19663,-11.9031195,-76.9780511,2381102740
19664,-11.9051442,-76.9757826,2381102742
19665,-11.901992,-76.9773011,2381102747
19666,-11.9033857,-76.976164,2381102750
19714,-11.7697494,-76.9115805,4775526135
19735,-11.7654516,-76.906153,4775526170
19739,-11.7633673,-76.9021686,4775526180
19798,-11.7599575,-76.8794624,4775526501
19799,-11.7596372,-76.8790332,4775526505
20453,-11.8750994,-76.952791,2381104246
20466,-11.8743804,-76.9526711,2381104259
20805,-11.7844887,-76.9578834,5027448778
20837,-11.7693028,-76.9703471,5027448873
20842,-11.7694571,-76.9727283,5027448886
20843,-11.7683862,-76.972754,5027448885
20846,-11.7690704,-76.9727376,5027448889
20847,-11.768727,-76.9727458,5027448887
20848,-11.768585,-76.9700436,5027448888
21174,-11.8490589,-76.9891725,4373138342
21175,-11.8504953,-76.9885762,4373138343
21176,-11.848033,-76.986645,4373138340
21177,-11.8523182,-76.9855585,4373138348
21179,-11.8518134,-76.9858321,4373138351
21181,-11.8531487,-76.98741,4373138354
21182,-11.8521747,-76.9879329,4373138355
21185,-11.8527766,-76.9865205,4373138356
21189,-11.8484532,-76.9835493,4373138369
21200,-11.8599613,-76.9947692,4373138384
22265,-11.9007366,-76.9567121,5726327514
22432,-11.7621415,-76.9016256,4775525540
22435,-11.755072,-76.8993966,4775525541
22451,-11.9033419,-77.0654979,5462873443
22871,-11.8409483,-76.9941704,5027428093
22879,-11.8413959,-76.9944134,5027428095
22896,-11.8409796,-76.9939209,5027428097
23318,-11.7654796,-76.8160578,5027454855
23559,-11.758179,-76.8245382,5027455369
25256,-11.9041527,-76.9408027,5728702341
25259,-11.9040739,-76.9405751,5728702343
26056,-11.8659853,-76.9441926,3107393000
26247,-11.8689021,-76.9531831,3107393131
26282,-11.8697124,-76.9535951,3107393170
26311,-11.8699783,-76.9523264,3107393186
26326,-11.8700526,-76.9509974,3107393191
26363,-11.8702856,-76.9468226,3107393202
26369,-11.8703414,-76.9500813,3107393209
26918,-11.8508222,-76.9884323,7010322284
26919,-11.8511557,-76.9882855,7010322283
27544,-11.8383514,-76.9988602,1557220732
27724,-11.8731246,-76.9524805,3107393903
28507,-11.8963145,-77.0601169,1755125734
28655,-11.8769672,-76.9527325,3107394386
28678,-11.876926,-76.94255,3107394394
28693,-11.8769719,-76.942048,3107394400
28698,-11.8770782,-76.9411694,3107394402
29779,-11.9037884,-76.9365866,5728707215
30355,-11.8908828,-76.9642167,3107811856
30443,-11.90076,-76.9338948,3107395053
30462,-11.8912899,-76.9423225,3107811885
30916,-11.8927809,-76.942879,3107812022
31585,-11.8921316,-77.0560235,5030621626
32328,-11.8817177,-76.9610745,3107797293
32329,-11.8818197,-76.9614522,3107797294
32331,-11.8828267,-76.9608572,3107797297
32332,-11.8829411,-76.9601294,3107797300
32334,-11.8829707,-76.960777,3107797301
32337,-11.8830942,-76.9603014,3107797304
32338,-11.8831865,-76.9604016,3107797307
32339,-11.8833075,-76.9605575,3107797309
32340,-11.883535,-76.9608546,3107797312
32341,-11.8835305,-76.9620305,3107797314
32344,-11.8838183,-76.9594123,3107797318
32346,-11.8838083,-76.9623512,3107797323
32525,-11.8981953,-76.9369099,3107812918
32532,-11.8982312,-76.9521225,3107812921
33206,-11.8868693,-77.0012262,1814821352
33516,-11.9001839,-76.9558213,3107813371
33739,-11.9016518,-76.9415791,3107813521
33754,-11.9015655,-76.9484143,3107813526
34157,-11.9019684,-76.9352369,3107813764
34216,-11.9021266,-76.938568,3107813808
37795,-11.8840729,-76.9621285,3107811630
37797,-11.8843337,-76.9618535,3107811634
37798,-11.8830232,-76.9625809,3107811635
37800,-11.8834151,-76.9606959,3107811642
37801,-11.8845559,-76.9612049,3107811645
37805,-11.8848697,-76.9602858,3107811652
37842,-11.8877985,-76.9657957,3107811746
37855,-11.8881725,-76.9644171,3107811758
37857,-11.8886208,-76.9648222,3107811765
37861,-11.8888191,-76.9649997,3107811768
37864,-11.8891281,-76.9649165,3107811776
37865,-11.8891943,-76.9642012,3107811778
37867,-11.8903642,-76.9626548,3107811784
37873,-11.8895613,-76.9645005,3107811789
37874,-11.8891119,-76.9422477,3107811786
37875,-11.8894223,-76.9636762,3107811794
37880,-11.8897322,-76.960055,3107811795
37883,-11.8898553,-76.9599672,3107811802
37884,-11.8898643,-76.9641466,3107811804
37898,-11.8902063,-76.9637577,3107811814
37901,-11.8903879,-76.9535842,3107811825
37909,-11.8906005,-76.9538322,3107811839
37911,-11.8907035,-76.9597685,3107811844
37912,-11.8907088,-76.9541785,3107811845
37915,-11.8907737,-76.9538581,3107811850
37916,-11.8908148,-76.9637502,3107811851
37926,-11.8910616,-76.9640127,3107811864
37927,-11.8910194,-76.9417692,3107811861
37933,-11.8912218,-76.9692506,3107811878
37942,-11.8913264,-76.9530349,3107811889
37943,-11.8912517,-76.9427904,3107811883
37950,-11.8914694,-76.9602791,3107811898
37951,-11.8914746,-76.9630207,3107811901
37957,-11.8911509,-76.9419333,3107811918
37961,-11.8917668,-76.9423761,3107811931
37962,-11.8917695,-76.9632749,3107811932
37963,-11.8918417,-76.9419937,3107811935
37965,-11.8918618,-76.941845,3107811938
37975,-11.8918271,-76.9430362,3107811960
37976,-11.8920945,-76.9525779,3107811965
37977,-11.892169,-76.9433005,3107811967
37978,-11.8922046,-76.9525605,3107811975
37981,-11.8923596,-76.9425976,3107811991
37982,-11.8923991,-76.9652452,3107811994
37983,-11.8924724,-76.943637,3107812000
37985,-11.8924327,-76.9677008,3107812003
38002,-11.8927561,-76.9439907,3107812023
38032,-11.8930589,-76.9442026,3107812140
38033,-11.8930105,-76.969496,3107812142
38036,-11.8930515,-76.9431577,3107812144
38038,-11.8931963,-76.9686464,3107812155
38040,-11.8930148,-76.9673139,3107812159
38041,-11.8933134,-76.9434539,3107812163
38042,-11.8933743,-76.9443347,3107812166
38048,-11.8934993,-76.9507214,3107812177
38053,-11.8929018,-76.9666072,3107812187
38099,-11.8942146,-76.964469,3107812247
38125,-11.8947121,-76.9535075,3107812298
38127,-11.8947555,-76.9441048,3107812304
38129,-11.8949416,-76.9437207,3107812316
38145,-11.8953299,-76.9366399,3107812354
38153,-11.8955951,-76.9434108,3107812378
38173,-11.8958643,-76.9446,3107812398
38178,-11.8958731,-76.9702306,3107812414
38188,-11.8962497,-76.9447244,3107812422
38200,-11.8961438,-76.9697612,3107812449
38204,-11.8961983,-76.9358231,3107812459
38205,-11.8962139,-76.9327779,3107812461
38208,-11.8962805,-76.936439,3107812471
38212,-11.8962981,-76.9335711,3107812473
38214,-11.8963853,-76.9443444,3107812483
38215,-11.8963909,-76.9369155,3107812484
38217,-11.8963944,-76.9344769,3107812485
38218,-11.8964143,-76.9693358,3107812487
38223,-11.8964926,-76.9354197,3107812503
38254,-11.8963593,-76.9421582,3107812531
